"",BBEX3.D.RON.EUR.BB.AC.000,BBEX3.D.RON.EUR.BB.AC.000_FLAGS
2014-03-29,.,No value available
2014-03-30,.,No value available
2014-03-31,4.4592,
2014-04-01,4.4654,
2014-04-02,4.4665,
2014-04-03,4.4753,
2014-04-04,4.4559,
2014-04-05,.,No value available
2014-04-06,.,No value available
2014-04-07,4.4655,
2014-04-08,4.4555,
2014-04-09,4.4629,
2014-04-10,4.4593,
2014-04-11,4.4658,
2014-04-12,.,No value available
2014-04-13,.,No value available
2014-04-14,4.4678,
2014-04-15,4.4690,
2014-04-16,4.4713,
2014-04-17,4.4633,
2014-04-18,.,No value available
2014-04-19,.,No value available
2014-04-20,.,No value available
2014-04-21,.,No value available
2014-04-22,4.4667,
2014-04-23,4.4678,
2014-04-24,4.4608,
2014-04-25,4.4506,
2014-04-26,.,No value available
2014-04-27,.,No value available
2014-04-28,4.4523,
2014-04-29,4.4497,
2014-04-30,4.4488,
2014-05-01,.,No value available
2014-05-02,4.4348,
2014-05-03,.,No value available
2014-05-04,.,No value available
2014-05-05,4.4402,
2014-05-06,4.4420,
2014-05-07,4.4295,
2014-05-08,4.4373,
2014-05-09,4.4298,
2014-05-10,.,No value available
2014-05-11,.,No value available
2014-05-12,4.4303,
2014-05-13,4.4313,
2014-05-14,4.4385,
2014-05-15,4.4328,
2014-05-16,4.4357,
2014-05-17,.,No value available
2014-05-18,.,No value available
2014-05-19,4.4319,
2014-05-20,4.4330,
2014-05-21,4.4325,
2014-05-22,4.4082,
2014-05-23,4.4105,
2014-05-24,.,No value available
2014-05-25,.,No value available
2014-05-26,4.4075,
2014-05-27,4.3961,
2014-05-28,4.3955,
2014-05-29,4.3963,
2014-05-30,4.4030,
2014-05-31,.,No value available
2014-06-01,.,No value available
2014-06-02,4.3878,
2014-06-03,4.3968,
2014-06-04,4.4035,
2014-06-05,4.3920,
2014-06-06,4.3931,
2014-06-07,.,No value available
2014-06-08,.,No value available
2014-06-09,4.3879,
2014-06-10,4.3892,
2014-06-11,4.3958,
2014-06-12,4.3910,
2014-06-13,4.3952,
2014-06-14,.,No value available
2014-06-15,.,No value available
2014-06-16,4.3963,
2014-06-17,4.4015,
2014-06-18,4.3987,
2014-06-19,4.3940,
2014-06-20,4.3953,
2014-06-21,.,No value available
2014-06-22,.,No value available
2014-06-23,4.3969,
2014-06-24,4.3865,
2014-06-25,4.3925,
2014-06-26,4.3870,
2014-06-27,4.3882,
2014-06-28,.,No value available
2014-06-29,.,No value available
2014-06-30,4.3830,
2014-07-01,4.3881,
2014-07-02,4.3864,
2014-07-03,4.3888,
2014-07-04,4.3895,
2014-07-05,.,No value available
2014-07-06,.,No value available
2014-07-07,4.3876,
2014-07-08,4.3893,
2014-07-09,4.3903,
2014-07-10,4.3956,
2014-07-11,4.4165,
2014-07-12,.,No value available
2014-07-13,.,No value available
2014-07-14,4.4180,
2014-07-15,4.4235,
2014-07-16,4.4361,
2014-07-17,4.4437,
2014-07-18,4.4394,
2014-07-19,.,No value available
2014-07-20,.,No value available
2014-07-21,4.4445,
2014-07-22,4.4396,
2014-07-23,4.4228,
2014-07-24,4.4068,
2014-07-25,4.3973,
2014-07-26,.,No value available
2014-07-27,.,No value available
2014-07-28,4.3888,
2014-07-29,4.4028,
2014-07-30,4.4015,
2014-07-31,4.4281,
2014-08-01,4.4378,
2014-08-02,.,No value available
2014-08-03,.,No value available
2014-08-04,4.4350,
2014-08-05,4.4308,
2014-08-06,4.4420,
2014-08-07,4.4409,
2014-08-08,4.4435,
2014-08-09,.,No value available
2014-08-10,.,No value available
2014-08-11,4.4385,
2014-08-12,4.4378,
2014-08-13,4.4361,
2014-08-14,4.4333,
2014-08-15,4.4399,
2014-08-16,.,No value available
2014-08-17,.,No value available
2014-08-18,4.4354,
2014-08-19,4.4313,
2014-08-20,4.4220,
2014-08-21,4.4130,
2014-08-22,4.4108,
2014-08-23,.,No value available
2014-08-24,.,No value available
2014-08-25,4.3952,
2014-08-26,4.4000,
2014-08-27,4.3976,
2014-08-28,4.4025,
2014-08-29,4.4065,
2014-08-30,.,No value available
2014-08-31,.,No value available
2014-09-01,4.3960,
2014-09-02,4.4116,
2014-09-03,4.4043,
2014-09-04,4.4015,
2014-09-05,4.4024,
2014-09-06,.,No value available
2014-09-07,.,No value available
2014-09-08,4.4095,
2014-09-09,4.4205,
2014-09-10,4.4248,
2014-09-11,4.4190,
2014-09-12,4.4248,
2014-09-13,.,No value available
2014-09-14,.,No value available
2014-09-15,4.4139,
2014-09-16,4.4145,
2014-09-17,4.4218,
2014-09-18,4.4093,
2014-09-19,4.4020,
2014-09-20,.,No value available
2014-09-21,.,No value available
2014-09-22,4.4043,
2014-09-23,4.4018,
2014-09-24,4.4022,
2014-09-25,4.4000,
2014-09-26,4.4027,
2014-09-27,.,No value available
2014-09-28,.,No value available
2014-09-29,4.4125,
2014-09-30,4.4102,
2014-10-01,4.4093,
2014-10-02,4.4109,
2014-10-03,4.4108,
2014-10-04,.,No value available
2014-10-05,.,No value available
2014-10-06,4.4090,
2014-10-07,4.4060,
2014-10-08,4.4108,
2014-10-09,4.4038,
2014-10-10,4.4058,
2014-10-11,.,No value available
2014-10-12,.,No value available
2014-10-13,4.4008,
2014-10-14,4.4127,
2014-10-15,4.4148,
2014-10-16,4.4300,
2014-10-17,4.4195,
2014-10-18,.,No value available
2014-10-19,.,No value available
2014-10-20,4.4173,
2014-10-21,4.4170,
2014-10-22,4.4175,
2014-10-23,4.4245,
2014-10-24,4.4230,
2014-10-25,.,No value available
2014-10-26,.,No value available
2014-10-27,4.4260,
2014-10-28,4.4233,
2014-10-29,4.4245,
2014-10-30,4.4175,
2014-10-31,4.4163,
2014-11-01,.,No value available
2014-11-02,.,No value available
2014-11-03,4.4138,
2014-11-04,4.4198,
2014-11-05,4.4193,
2014-11-06,4.4282,
2014-11-07,4.4350,
2014-11-08,.,No value available
2014-11-09,.,No value available
2014-11-10,4.4230,
2014-11-11,4.4240,
2014-11-12,4.4323,
2014-11-13,4.4305,
2014-11-14,4.4275,
2014-11-15,.,No value available
2014-11-16,.,No value available
2014-11-17,4.4280,
2014-11-18,4.4348,
2014-11-19,4.4389,
2014-11-20,4.4426,
2014-11-21,4.4446,
2014-11-22,.,No value available
2014-11-23,.,No value available
2014-11-24,4.4313,
2014-11-25,4.4358,
2014-11-26,4.4173,
2014-11-27,4.4205,
2014-11-28,4.4278,
2014-11-29,.,No value available
2014-11-30,.,No value available
2014-12-01,4.4335,
2014-12-02,4.4288,
2014-12-03,4.4268,
2014-12-04,4.4290,
2014-12-05,4.4321,
2014-12-06,.,No value available
2014-12-07,.,No value available
2014-12-08,4.4425,
2014-12-09,4.4393,
2014-12-10,4.4430,
2014-12-11,4.4508,
2014-12-12,4.4673,
2014-12-13,.,No value available
2014-12-14,.,No value available
2014-12-15,4.4813,
2014-12-16,4.4790,
2014-12-17,4.4750,
2014-12-18,4.4713,
2014-12-19,4.4738,
2014-12-20,.,No value available
2014-12-21,.,No value available
2014-12-22,4.4666,
2014-12-23,4.4799,
2014-12-24,4.4628,
2014-12-25,.,No value available
2014-12-26,.,No value available
2014-12-27,.,No value available
2014-12-28,.,No value available
2014-12-29,4.4741,
2014-12-30,4.4847,
2014-12-31,4.4828,
2015-01-01,.,No value available
2015-01-02,4.5020,
2015-01-03,.,No value available
2015-01-04,.,No value available
2015-01-05,4.4975,
2015-01-06,4.4990,
2015-01-07,4.4978,
2015-01-08,4.4878,
2015-01-09,4.4892,
2015-01-10,.,No value available
2015-01-11,.,No value available
2015-01-12,4.4833,
2015-01-13,4.4880,
2015-01-14,4.4928,
2015-01-15,4.4964,
2015-01-16,4.5083,
2015-01-17,.,No value available
2015-01-18,.,No value available
2015-01-19,4.5027,
2015-01-20,4.5093,
2015-01-21,4.5088,
2015-01-22,4.5023,
2015-01-23,4.4892,
2015-01-24,.,No value available
2015-01-25,.,No value available
2015-01-26,4.4744,
2015-01-27,4.4693,
2015-01-28,4.4552,
2015-01-29,4.4405,
2015-01-30,4.4420,
2015-01-31,.,No value available
2015-02-01,.,No value available
2015-02-02,4.4043,
2015-02-03,4.4033,
2015-02-04,4.4080,
2015-02-05,4.4133,
2015-02-06,4.4143,
2015-02-07,.,No value available
2015-02-08,.,No value available
2015-02-09,4.4308,
2015-02-10,4.4368,
2015-02-11,4.4473,
2015-02-12,4.4375,
2015-02-13,4.4431,
2015-02-14,.,No value available
2015-02-15,.,No value available
2015-02-16,4.4452,
2015-02-17,4.4467,
2015-02-18,4.4518,
2015-02-19,4.4461,
2015-02-20,4.4568,
2015-02-21,.,No value available
2015-02-22,.,No value available
2015-02-23,4.4483,
2015-02-24,4.4435,
2015-02-25,4.4223,
2015-02-26,4.4278,
2015-02-27,4.4413,
2015-02-28,.,No value available
2015-03-01,.,No value available
2015-03-02,4.4418,
2015-03-03,4.4563,
2015-03-04,4.4555,
2015-03-05,4.4453,
2015-03-06,4.4410,
2015-03-07,.,No value available
2015-03-08,.,No value available
2015-03-09,4.4428,
2015-03-10,4.4465,
2015-03-11,4.4445,
2015-03-12,4.4373,
2015-03-13,4.4471,
2015-03-14,.,No value available
2015-03-15,.,No value available
2015-03-16,4.4365,
2015-03-17,4.4415,
2015-03-18,4.4493,
2015-03-19,4.4170,
2015-03-20,4.4327,
2015-03-21,.,No value available
2015-03-22,.,No value available
2015-03-23,4.4220,
2015-03-24,4.4110,
2015-03-25,4.4147,
2015-03-26,4.4270,
2015-03-27,4.4211,
2015-03-28,.,No value available
2015-03-29,.,No value available
2015-03-30,4.4050,
2015-03-31,4.4098,
2015-04-01,4.4130,
2015-04-02,4.4168,
2015-04-03,.,No value available
2015-04-04,.,No value available
2015-04-05,.,No value available
2015-04-06,.,No value available
2015-04-07,4.4165,
2015-04-08,4.3955,
2015-04-09,4.3975,
2015-04-10,4.4090,
2015-04-11,.,No value available
2015-04-12,.,No value available
2015-04-13,4.4156,
2015-04-14,4.4118,
2015-04-15,4.4197,
2015-04-16,4.4158,
2015-04-17,4.4180,
2015-04-18,.,No value available
2015-04-19,.,No value available
2015-04-20,4.4250,
2015-04-21,4.4374,
2015-04-22,4.4278,
2015-04-23,4.4235,
2015-04-24,4.4162,
2015-04-25,.,No value available
2015-04-26,.,No value available
2015-04-27,4.4173,
2015-04-28,4.4026,
2015-04-29,4.4125,
2015-04-30,4.4183,
2015-05-01,.,No value available
2015-05-02,.,No value available
2015-05-03,.,No value available
2015-05-04,4.4275,
2015-05-05,4.4308,
2015-05-06,4.4432,
2015-05-07,4.4353,
2015-05-08,4.4508,
2015-05-09,.,No value available
2015-05-10,.,No value available
2015-05-11,4.4509,
2015-05-12,4.4655,
2015-05-13,4.4602,
2015-05-14,4.4580,
2015-05-15,4.4415,
2015-05-16,.,No value available
2015-05-17,.,No value available
2015-05-18,4.4465,
2015-05-19,4.4480,
2015-05-20,4.4458,
2015-05-21,4.4490,
2015-05-22,4.4536,
2015-05-23,.,No value available
2015-05-24,.,No value available
2015-05-25,4.4539,
2015-05-26,4.4598,
2015-05-27,4.4480,
2015-05-28,4.4435,
2015-05-29,4.4425,
2015-05-30,.,No value available
2015-05-31,.,No value available
2015-06-01,4.4425,
2015-06-02,4.4408,
2015-06-03,4.4288,
2015-06-04,4.4285,
2015-06-05,4.4545,
2015-06-06,.,No value available
2015-06-07,.,No value available
2015-06-08,4.4650,
2015-06-09,4.4708,
2015-06-10,4.4670,
2015-06-11,4.4668,
2015-06-12,4.4738,
2015-06-13,.,No value available
2015-06-14,.,No value available
2015-06-15,4.4880,
2015-06-16,4.4853,
2015-06-17,4.4860,
2015-06-18,4.4860,
2015-06-19,4.4875,
2015-06-20,.,No value available
2015-06-21,.,No value available
2015-06-22,4.4836,
2015-06-23,4.4805,
2015-06-24,4.4675,
2015-06-25,4.4555,
2015-06-26,4.4575,
2015-06-27,.,No value available
2015-06-28,.,No value available
2015-06-29,4.4888,
2015-06-30,4.4725,
2015-07-01,4.4760,
2015-07-02,4.4766,
2015-07-03,4.4832,
2015-07-04,.,No value available
2015-07-05,.,No value available
2015-07-06,4.4863,
2015-07-07,4.4813,
2015-07-08,4.4867,
2015-07-09,4.4773,
2015-07-10,4.4446,
2015-07-11,.,No value available
2015-07-12,.,No value available
2015-07-13,4.4289,
2015-07-14,4.4235,
2015-07-15,4.4238,
2015-07-16,4.4274,
2015-07-17,4.4190,
2015-07-18,.,No value available
2015-07-19,.,No value available
2015-07-20,4.4149,
2015-07-21,4.4175,
2015-07-22,4.4198,
2015-07-23,4.4235,
2015-07-24,4.4211,
2015-07-25,.,No value available
2015-07-26,.,No value available
2015-07-27,4.4180,
2015-07-28,4.4149,
2015-07-29,4.4223,
2015-07-30,4.4083,
2015-07-31,4.4048,
2015-08-01,.,No value available
2015-08-02,.,No value available
2015-08-03,4.4050,
2015-08-04,4.4095,
2015-08-05,4.4145,
2015-08-06,4.4125,
2015-08-07,4.4115,
2015-08-08,.,No value available
2015-08-09,.,No value available
2015-08-10,4.4118,
2015-08-11,4.4151,
2015-08-12,4.4132,
2015-08-13,4.4100,
2015-08-14,4.4257,
2015-08-15,.,No value available
2015-08-16,.,No value available
2015-08-17,4.4300,
2015-08-18,4.4211,
2015-08-19,4.4331,
2015-08-20,4.4357,
2015-08-21,4.4295,
2015-08-22,.,No value available
2015-08-23,.,No value available
2015-08-24,4.4458,
2015-08-25,4.4328,
2015-08-26,4.4353,
2015-08-27,4.4391,
2015-08-28,4.4313,
2015-08-29,.,No value available
2015-08-30,.,No value available
2015-08-31,4.4307,
2015-09-01,4.4407,
2015-09-02,4.4403,
2015-09-03,4.4305,
2015-09-04,4.4308,
2015-09-05,.,No value available
2015-09-06,.,No value available
2015-09-07,4.4343,
2015-09-08,4.4263,
2015-09-09,4.4174,
2015-09-10,4.4228,
2015-09-11,4.4189,
2015-09-12,.,No value available
2015-09-13,.,No value available
2015-09-14,4.4175,
2015-09-15,4.4207,
2015-09-16,4.4265,
2015-09-17,4.4253,
2015-09-18,4.4187,
2015-09-19,.,No value available
2015-09-20,.,No value available
2015-09-21,4.4210,
2015-09-22,4.4225,
2015-09-23,4.4183,
2015-09-24,4.4178,
2015-09-25,4.4111,
2015-09-26,.,No value available
2015-09-27,.,No value available
2015-09-28,4.4173,
2015-09-29,4.4223,
2015-09-30,4.4176,
2015-10-01,4.4159,
2015-10-02,4.4138,
2015-10-03,.,No value available
2015-10-04,.,No value available
2015-10-05,4.4168,
2015-10-06,4.4186,
2015-10-07,4.4174,
2015-10-08,4.4162,
2015-10-09,4.4150,
2015-10-10,.,No value available
2015-10-11,.,No value available
2015-10-12,4.4130,
2015-10-13,4.4163,
2015-10-14,4.4145,
2015-10-15,4.4176,
2015-10-16,4.4167,
2015-10-17,.,No value available
2015-10-18,.,No value available
2015-10-19,4.4183,
2015-10-20,4.4252,
2015-10-21,4.4315,
2015-10-22,4.4300,
2015-10-23,4.4269,
2015-10-24,.,No value available
2015-10-25,.,No value available
2015-10-26,4.4367,
2015-10-27,4.4370,
2015-10-28,4.4330,
2015-10-29,4.4343,
2015-10-30,4.4350,
2015-10-31,.,No value available
2015-11-01,.,No value available
2015-11-02,4.4383,
2015-11-03,4.4345,
2015-11-04,4.4484,
2015-11-05,4.4486,
2015-11-06,4.4545,
2015-11-07,.,No value available
2015-11-08,.,No value available
2015-11-09,4.4622,
2015-11-10,4.4520,
2015-11-11,4.4366,
2015-11-12,4.4430,
2015-11-13,4.4452,
2015-11-14,.,No value available
2015-11-15,.,No value available
2015-11-16,4.4387,
2015-11-17,4.4375,
2015-11-18,4.4467,
2015-11-19,4.4438,
2015-11-20,4.4438,
2015-11-21,.,No value available
2015-11-22,.,No value available
2015-11-23,4.4490,
2015-11-24,4.4467,
2015-11-25,4.4414,
2015-11-26,4.4424,
2015-11-27,4.4467,
2015-11-28,.,No value available
2015-11-29,.,No value available
2015-11-30,4.4503,
2015-12-01,4.4588,
2015-12-02,4.4573,
2015-12-03,4.4585,
2015-12-04,4.4711,
2015-12-05,.,No value available
2015-12-06,.,No value available
2015-12-07,4.4803,
2015-12-08,4.4854,
2015-12-09,4.4954,
2015-12-10,4.5030,
2015-12-11,4.5248,
2015-12-12,.,No value available
2015-12-13,.,No value available
2015-12-14,4.5191,
2015-12-15,4.4960,
2015-12-16,4.5035,
2015-12-17,4.5048,
2015-12-18,4.5160,
2015-12-19,.,No value available
2015-12-20,.,No value available
2015-12-21,4.5115,
2015-12-22,4.5192,
2015-12-23,4.5240,
2015-12-24,4.5285,
2015-12-25,.,No value available
2015-12-26,.,No value available
2015-12-27,.,No value available
2015-12-28,4.5255,
2015-12-29,4.5370,
2015-12-30,4.5296,
2015-12-31,4.5240,
2016-01-01,.,No value available
2016-01-02,.,No value available
2016-01-03,.,No value available
2016-01-04,4.5170,
2016-01-05,4.5268,
2016-01-06,4.5224,
2016-01-07,4.5288,
2016-01-08,4.5275,
2016-01-09,.,No value available
2016-01-10,.,No value available
2016-01-11,4.5305,
2016-01-12,4.5333,
2016-01-13,4.5300,
2016-01-14,4.5348,
2016-01-15,4.5375,
2016-01-16,.,No value available
2016-01-17,.,No value available
2016-01-18,4.5365,
2016-01-19,4.5305,
2016-01-20,4.5326,
2016-01-21,4.5316,
2016-01-22,4.5273,
2016-01-23,.,No value available
2016-01-24,.,No value available
2016-01-25,4.5256,
2016-01-26,4.5348,
2016-01-27,4.5388,
2016-01-28,4.5400,
2016-01-29,4.5352,
2016-01-30,.,No value available
2016-01-31,.,No value available
2016-02-01,4.5246,
2016-02-02,4.5140,
2016-02-03,4.5093,
2016-02-04,4.5087,
2016-02-05,4.5028,
2016-02-06,.,No value available
2016-02-07,.,No value available
2016-02-08,4.4798,
2016-02-09,4.4943,
2016-02-10,4.4830,
2016-02-11,4.4783,
2016-02-12,4.4741,
2016-02-13,.,No value available
2016-02-14,.,No value available
2016-02-15,4.4689,
2016-02-16,4.4613,
2016-02-17,4.4550,
2016-02-18,4.4615,
2016-02-19,4.4670,
2016-02-20,.,No value available
2016-02-21,.,No value available
2016-02-22,4.4767,
2016-02-23,4.4648,
2016-02-24,4.4775,
2016-02-25,4.4673,
2016-02-26,4.4639,
2016-02-27,.,No value available
2016-02-28,.,No value available
2016-02-29,4.4757,
2016-03-01,4.4653,
2016-03-02,4.4585,
2016-03-03,4.4584,
2016-03-04,4.4663,
2016-03-05,.,No value available
2016-03-06,.,No value available
2016-03-07,4.4623,
2016-03-08,4.4651,
2016-03-09,4.4637,
2016-03-10,4.4585,
2016-03-11,4.4669,
2016-03-12,.,No value available
2016-03-13,.,No value available
2016-03-14,4.4658,
2016-03-15,4.4718,
2016-03-16,4.4765,
2016-03-17,4.4776,
2016-03-18,4.4718,
2016-03-19,.,No value available
2016-03-20,.,No value available
2016-03-21,4.4688,
2016-03-22,4.4703,
2016-03-23,4.4655,
2016-03-24,4.4669,
2016-03-25,.,No value available
2016-03-26,.,No value available
2016-03-27,.,No value available
2016-03-28,.,No value available
2016-03-29,4.4645,
2016-03-30,4.4623,
2016-03-31,4.4718,
2016-04-01,4.4693,
2016-04-02,.,No value available
2016-04-03,.,No value available
2016-04-04,4.4648,
2016-04-05,4.4660,
2016-04-06,4.4685,
2016-04-07,4.4659,
2016-04-08,4.4685,
2016-04-09,.,No value available
2016-04-10,.,No value available
2016-04-11,4.4675,
2016-04-12,4.4708,
2016-04-13,4.4700,
2016-04-14,4.4728,
2016-04-15,4.4728,
2016-04-16,.,No value available
2016-04-17,.,No value available
2016-04-18,4.4749,
2016-04-19,4.4813,
2016-04-20,4.4827,
2016-04-21,4.4815,
2016-04-22,4.4753,
2016-04-23,.,No value available
2016-04-24,.,No value available
2016-04-25,4.4801,
2016-04-26,4.4747,
2016-04-27,4.4640,
2016-04-28,4.4723,
2016-04-29,4.4770,
2016-04-30,.,No value available
2016-05-01,.,No value available
2016-05-02,4.4815,
2016-05-03,4.4879,
2016-05-04,4.4920,
2016-05-05,4.5035,
2016-05-06,4.5005,
2016-05-07,.,No value available
2016-05-08,.,No value available
2016-05-09,4.4905,
2016-05-10,4.4885,
2016-05-11,4.4915,
2016-05-12,4.4998,
2016-05-13,4.4975,
2016-05-14,.,No value available
2016-05-15,.,No value available
2016-05-16,4.4876,
2016-05-17,4.4865,
2016-05-18,4.4990,
2016-05-19,4.5043,
2016-05-20,4.5058,
2016-05-21,.,No value available
2016-05-22,.,No value available
2016-05-23,4.5210,
2016-05-24,4.5083,
2016-05-25,4.5091,
2016-05-26,4.5070,
2016-05-27,4.5034,
2016-05-28,.,No value available
2016-05-29,.,No value available
2016-05-30,4.5033,
2016-05-31,4.5108,
2016-06-01,4.5178,
2016-06-02,4.5200,
2016-06-03,4.5188,
2016-06-04,.,No value available
2016-06-05,.,No value available
2016-06-06,4.5192,
2016-06-07,4.5073,
2016-06-08,4.5064,
2016-06-09,4.5095,
2016-06-10,4.5148,
2016-06-11,.,No value available
2016-06-12,.,No value available
2016-06-13,4.5178,
2016-06-14,4.5235,
2016-06-15,4.5358,
2016-06-16,4.5390,
2016-06-17,4.5355,
2016-06-18,.,No value available
2016-06-19,.,No value available
2016-06-20,4.5393,
2016-06-21,4.5408,
2016-06-22,4.5260,
2016-06-23,4.5114,
2016-06-24,4.5345,
2016-06-25,.,No value available
2016-06-26,.,No value available
2016-06-27,4.5160,
2016-06-28,4.5247,
2016-06-29,4.5253,
2016-06-30,4.5234,
2016-07-01,4.5157,
2016-07-02,.,No value available
2016-07-03,.,No value available
2016-07-04,4.5133,
2016-07-05,4.5185,
2016-07-06,4.5185,
2016-07-07,4.5144,
2016-07-08,4.5132,
2016-07-09,.,No value available
2016-07-10,.,No value available
2016-07-11,4.4938,
2016-07-12,4.4942,
2016-07-13,4.4914,
2016-07-14,4.4903,
2016-07-15,4.4802,
2016-07-16,.,No value available
2016-07-17,.,No value available
2016-07-18,4.4686,
2016-07-19,4.4772,
2016-07-20,4.4741,
2016-07-21,4.4686,
2016-07-22,4.4609,
2016-07-23,.,No value available
2016-07-24,.,No value available
2016-07-25,4.4480,
2016-07-26,4.4657,
2016-07-27,4.4660,
2016-07-28,4.4585,
2016-07-29,4.4655,
2016-07-30,.,No value available
2016-07-31,.,No value available
2016-08-01,4.4540,
2016-08-02,4.4542,
2016-08-03,4.4550,
2016-08-04,4.4605,
2016-08-05,4.4622,
2016-08-06,.,No value available
2016-08-07,.,No value available
2016-08-08,4.4584,
2016-08-09,4.4598,
2016-08-10,4.4585,
2016-08-11,4.4601,
2016-08-12,4.4590,
2016-08-13,.,No value available
2016-08-14,.,No value available
2016-08-15,4.4594,
2016-08-16,4.4583,
2016-08-17,4.4753,
2016-08-18,4.4687,
2016-08-19,4.4658,
2016-08-20,.,No value available
2016-08-21,.,No value available
2016-08-22,4.4583,
2016-08-23,4.4568,
2016-08-24,4.4597,
2016-08-25,4.4526,
2016-08-26,4.4578,
2016-08-27,.,No value available
2016-08-28,.,No value available
2016-08-29,4.4576,
2016-08-30,4.4505,
2016-08-31,4.4575,
2016-09-01,4.4558,
2016-09-02,4.4525,
2016-09-03,.,No value available
2016-09-04,.,No value available
2016-09-05,4.4495,
2016-09-06,4.4513,
2016-09-07,4.4525,
2016-09-08,4.4514,
2016-09-09,4.4495,
2016-09-10,.,No value available
2016-09-11,.,No value available
2016-09-12,4.4499,
2016-09-13,4.4460,
2016-09-14,4.4475,
2016-09-15,4.4483,
2016-09-16,4.4501,
2016-09-17,.,No value available
2016-09-18,.,No value available
2016-09-19,4.4475,
2016-09-20,4.4513,
2016-09-21,4.4495,
2016-09-22,4.4498,
2016-09-23,4.4475,
2016-09-24,.,No value available
2016-09-25,.,No value available
2016-09-26,4.4498,
2016-09-27,4.4483,
2016-09-28,4.4506,
2016-09-29,4.4530,
2016-09-30,4.4537,
2016-10-01,.,No value available
2016-10-02,.,No value available
2016-10-03,4.4505,
2016-10-04,4.4583,
2016-10-05,4.4621,
2016-10-06,4.4760,
2016-10-07,4.5046,
2016-10-08,.,No value available
2016-10-09,.,No value available
2016-10-10,4.5035,
2016-10-11,4.4885,
2016-10-12,4.4970,
2016-10-13,4.5030,
2016-10-14,4.5040,
2016-10-15,.,No value available
2016-10-16,.,No value available
2016-10-17,4.5065,
2016-10-18,4.5110,
2016-10-19,4.5020,
2016-10-20,4.5030,
2016-10-21,4.5043,
2016-10-22,.,No value available
2016-10-23,.,No value available
2016-10-24,4.5065,
2016-10-25,4.4901,
2016-10-26,4.4965,
2016-10-27,4.5038,
2016-10-28,4.5005,
2016-10-29,.,No value available
2016-10-30,.,No value available
2016-10-31,4.5060,
2016-11-01,4.5055,
2016-11-02,4.5028,
2016-11-03,4.4988,
2016-11-04,4.4995,
2016-11-05,.,No value available
2016-11-06,.,No value available
2016-11-07,4.4988,
2016-11-08,4.5073,
2016-11-09,4.5050,
2016-11-10,4.5023,
2016-11-11,4.5160,
2016-11-12,.,No value available
2016-11-13,.,No value available
2016-11-14,4.5183,
2016-11-15,4.5140,
2016-11-16,4.5198,
2016-11-17,4.5187,
2016-11-18,4.5150,
2016-11-19,.,No value available
2016-11-20,.,No value available
2016-11-21,4.5105,
2016-11-22,4.5117,
2016-11-23,4.5165,
2016-11-24,4.5100,
2016-11-25,4.5140,
2016-11-26,.,No value available
2016-11-27,.,No value available
2016-11-28,4.5150,
2016-11-29,4.5172,
2016-11-30,4.5040,
2016-12-01,4.5042,
2016-12-02,4.5095,
2016-12-03,.,No value available
2016-12-04,.,No value available
2016-12-05,4.5010,
2016-12-06,4.4975,
2016-12-07,4.4980,
2016-12-08,4.5020,
2016-12-09,4.4994,
2016-12-10,.,No value available
2016-12-11,.,No value available
2016-12-12,4.5073,
2016-12-13,4.5045,
2016-12-14,4.5153,
2016-12-15,4.5223,
2016-12-16,4.5165,
2016-12-17,.,No value available
2016-12-18,.,No value available
2016-12-19,4.5179,
2016-12-20,4.5213,
2016-12-21,4.5194,
2016-12-22,4.5266,
2016-12-23,4.5318,
2016-12-24,.,No value available
2016-12-25,.,No value available
2016-12-26,.,No value available
2016-12-27,4.5313,
2016-12-28,4.5415,
2016-12-29,4.5375,
2016-12-30,4.5390,
2016-12-31,.,No value available
2017-01-01,.,No value available
2017-01-02,4.5390,
2017-01-03,4.5228,
2017-01-04,4.5086,
2017-01-05,4.5065,
2017-01-06,4.5013,
2017-01-07,.,No value available
2017-01-08,.,No value available
2017-01-09,4.5016,
2017-01-10,4.4958,
2017-01-11,4.4960,
2017-01-12,4.4913,
2017-01-13,4.4922,
2017-01-14,.,No value available
2017-01-15,.,No value available
2017-01-16,4.5023,
2017-01-17,4.5010,
2017-01-18,4.4928,
2017-01-19,4.4928,
2017-01-20,4.4940,
2017-01-21,.,No value available
2017-01-22,.,No value available
2017-01-23,4.4978,
2017-01-24,4.5015,
2017-01-25,4.4986,
2017-01-26,4.4943,
2017-01-27,4.5058,
2017-01-28,.,No value available
2017-01-29,.,No value available
2017-01-30,4.5008,
2017-01-31,4.5030,
2017-02-01,4.5478,
2017-02-02,4.5328,
2017-02-03,4.5158,
2017-02-04,.,No value available
2017-02-05,.,No value available
2017-02-06,4.5085,
2017-02-07,4.4899,
2017-02-08,4.4890,
2017-02-09,4.4945,
2017-02-10,4.5002,
2017-02-11,.,No value available
2017-02-12,.,No value available
2017-02-13,4.5022,
2017-02-14,4.5051,
2017-02-15,4.5143,
2017-02-16,4.5223,
2017-02-17,4.5223,
2017-02-18,.,No value available
2017-02-19,.,No value available
2017-02-20,4.5218,
2017-02-21,4.5151,
2017-02-22,4.5208,
2017-02-23,4.5200,
2017-02-24,4.5170,
2017-02-25,.,No value available
2017-02-26,.,No value available
2017-02-27,4.5129,
2017-02-28,4.5202,
2017-03-01,4.5207,
2017-03-02,4.5220,
2017-03-03,4.5328,
2017-03-04,.,No value available
